title,release_year,parental_rating,movie_duration,movie_rating,description,genres,budget,gross_na,gross_worldwide
First Blood,1982,R,1h 33m,7.7,A veteran Green Beret is forced by a cruel Sheriff and his deputies to flee into the mountains and wage an escalating one-man war against his pursuers.,"Action,Adventure,Thriller","$15,000,000 (estimated)","$47,212,904","$125,212,904"
And Your Mother Too,2001,,1h 46m,7.7,"In Mexico, two teenage boys and an older woman embark on a road trip and learn a thing or two about life and each other.",Drama,"$2,000,000 (estimated)","$13,839,658","$33,616,692"
Ghost in the Shell,1995,TV-MA,1h 23m,7.9,A cyborg policewoman and her partner hunt a mysterious and powerful hacker called the Puppet Master.,"Animation,Action,Crime","¥330,000,000 (estimated)","$889,074","$919,872"
Black Hawk Down,2001,R,2h 24m,7.7,"The story of 160 elite U.S. soldiers who dropped into Mogadishu in October 1993 to capture two top lieutenants of a renegade warlord, but found themselves in a desperate battle with a large ...","Action,Drama,History","$92,000,000 (estimated)","$108,638,745","$172,989,651"
Civil War,2024,R,1h 49m,7.6,"A journey across a dystopian future America, following a team of military-embedded journalists as they race against time to reach DC before rebel factions descend upon the White House.","Action,Adventure,Thriller","$50,000,000 (estimated)","$51,095,460","$66,510,626"
"Blood In, Blood Out",1993,R,3h,7.9,"Based on the true life experiences of poet Jimmy Santiago Baca, the film focuses on step-brothers Paco and Cruz, and their bi-racial cousin Miklo.","Crime,Drama","$35,000,000 (estimated)","$4,496,583","$4,496,583"
"O Brother, Where Art Thou?",2000,PG-13,1h 47m,7.7,"In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them.","Comedy,Crime,Drama","$26,000,000 (estimated)","$45,512,588","$71,870,729"
The Vanishing,1988,Not Rated,1h 47m,7.7,"Rex and Saskia, a young couple in love, are on vacation. They stop at a busy service station and Saskia is abducted. After three years and no sign of Saskia, Rex begins receiving letters fro...","Mystery,Thriller",,,
This Is Spinal Tap,1984,R,1h 22m,7.9,"Spinal Tap, one of England's loudest bands, is chronicled by film director Marty DiBergi on what proves to be a fateful tour.","Comedy,Music","$2,500,000 (estimated)","$4,736,202","$4,737,539"
The Thin Man,1934,TV-PG,1h 31m,7.9,"Former detective Nick Charles and his wealthy wife Nora investigate a murder case, mostly for the fun of it.","Comedy,Crime,Mystery","$226,408 (estimated)",,
Boyhood,2014,R,2h 45m,7.9,"The life of Mason, from early childhood to his arrival at college.",Drama,"$4,000,000 (estimated)","$25,352,281","$48,137,666"
Dallas Buyers Club,2013,R,1h 57m,7.9,"In 1985 Dallas, electrician and hustler Ron Woodroof works around the system to help AIDS patients get the medication they need after he is diagnosed with the disease.","Biography,Drama","$5,000,000 (estimated)","$27,298,285","$55,198,285"
Carlito's Way,1993,R,2h 24m,7.9,"A Puerto Rican former convict, just released from prison, pledges to stay away from drugs and violence despite the pressure around him and lead on to a better life outside of N.Y.C.","Crime,Drama,Thriller","$30,000,000 (estimated)","$36,948,322","$63,848,322"
Marriage Story,2019,R,2h 17m,7.9,Noah Baumbach's incisive and compassionate look at a marriage breaking up and a family staying together.,"Drama,Romance","$18,600,000 (estimated)","$333,686",
Toy Story 2,1999,G,1h 32m,7.9,"When Woody is stolen by a toy collector, Buzz and his friends set out on a rescue mission to save Woody before he becomes a museum toy property with his roundup gang Jessie, Prospector, and ...","Animation,Adventure,Comedy","$90,000,000 (estimated)","$245,852,179","$497,375,381"
Brazil,1985,R,2h 12m,7.9,A bureaucrat in a dystopic society becomes an enemy of the state as he pursues the woman of his dreams.,"Drama,Sci-Fi,Thriller","$15,000,000 (estimated)","$9,929,135","$9,949,953"
Life of Pi,2012,PG,2h 7m,7.9,"A young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery. While cast away, he forms an unexpected connection with another survivor: a fearsome Be...","Adventure,Drama,Fantasy","$120,000,000 (estimated)","$124,987,023","$609,016,565"
District 9,2009,R,1h 52m,7.9,Violence ensues after an extraterrestrial race forced to live in slum-like conditions on Earth finds a kindred spirit in a government agent exposed to their biotechnology.,"Action,Sci-Fi,Thriller","$30,000,000 (estimated)","$115,646,235","$210,888,950"
Fantastic Mr. Fox,2009,PG,1h 27m,7.9,An urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation.,"Animation,Adventure,Comedy","$40,000,000 (estimated)","$21,002,919","$58,091,759"
Edward Scissorhands,1990,PG-13,1h 45m,7.9,The solitary life of an artificial man - who was incompletely constructed and has scissors for hands - is upended when he is taken in by a suburban family.,"Drama,Fantasy,Romance","$20,000,000 (estimated)","$56,362,352","$86,024,005"
Wonder,2017,PG,1h 53m,7.9,"Based on the New York Times bestseller, this movie tells the incredibly inspiring and heartwarming story of August Pullman, a boy with facial differences who enters the fifth grade, attendin...","Drama,Family","$20,000,000 (estimated)","$132,422,809","$315,025,930"
Mystic River,2003,R,2h 18m,7.9,"The tragic murder of a 19-year-old girl reunites three childhood friends still living in Boston--the victim's gangster father, a detective, and the disturbed man they both suspect of killing...","Crime,Drama,Mystery","$25,000,000 (estimated)","$90,135,191","$156,595,191"
Shaun of the Dead,2004,R,1h 39m,7.9,"The uneventful, aimless lives of a London electronics salesman and his layabout roommate are disrupted by the zombie apocalypse.","Comedy,Horror","£4,000,000 (estimated)","$13,542,874","$38,650,415"
The Ten Commandments,1956,G,3h 40m,7.9,"Moses, raised as a prince of Egypt in the Pharaoh's household, learns of his true heritage as a Hebrew and his divine mission as the deliverer of his people from slavery.","Adventure,Drama,Family","$13,282,712 (estimated)","$65,500,000","$65,500,755"
Spartacus,1960,PG-13,3h 17m,7.9,"The slave Spartacus survives brutal training as a gladiator and leads a violent revolt against the decadent Roman Republic, as the ambitious Crassus seeks to gain power by crushing the upris...","Adventure,Biography,Drama","$12,000,000 (estimated)","$1,830,650","$1,844,917"
In Bruges,2008,R,1h 47m,7.9,"After a job gone wrong, hitman Ray and his partner await orders from their ruthless boss in Bruges, Belgium, the last place in the world Ray wants to be.","Comedy,Crime,Drama","$15,000,000 (estimated)","$7,800,824","$38,938,097"
X-Men: Days of Future Past,2014,PG-13,2h 12m,7.9,The X-Men send Wolverine to the past in a desperate effort to change history and prevent an event that results in doom for both humans and mutants.,"Action,Adventure,Sci-Fi","$200,000,000 (estimated)","$233,921,534","$746,045,700"
The Perks of Being a Wallflower,2012,PG-13,1h 43m,7.9,"Charlie, a 15-year-old introvert, enters high school and is nervous about his new life. When he befriends his seniors, he learns to cope with his friend's suicide and his tumultuous past.",Drama,"$13,000,000 (estimated)","$17,742,948","$33,384,127"
Star Trek,2009,PG-13,2h 7m,7.9,The brash James T. Kirk tries to live up to his father's legacy with Mr. Spock keeping him in check as a vengeful Romulan from the future creates black holes to destroy the Federation one pl...,"Action,Adventure,Sci-Fi","$150,000,000 (estimated)","$257,730,019","$385,681,768"
The Blues Brothers,1980,R,2h 13m,7.9,"Jake Blues rejoins with his brother Elwood after being released from prison, but the duo has just days to reunite their old R&B band and save the Catholic home where the two were raised, out...","Action,Adventure,Comedy","$27,500,000 (estimated)","$57,229,890","$115,229,890"
Zack Snyder's Justice League,2021,R,4h 2m,7.9,"Determined to ensure that Superman's ultimate sacrifice wasn't in vain, Bruce Wayne recruits a team of metahumans to protect the world from an approaching threat of catastrophic proportions.","Action,Adventure,Fantasy","$300,000,000 (estimated)",,
Jojo Rabbit,2019,PG-13,1h 48m,7.9,A young German boy in the Hitler Youth whose hero and imaginary friend is the country's dictator is shocked to discover that his mother is hiding a Jewish girl in their home.,"Comedy,Drama,War","$14,000,000 (estimated)","$33,370,906","$93,662,741"
E.T. the Extra-Terrestrial,1982,PG,1h 55m,7.9,A troubled child summons the courage to help a friendly alien escape from Earth and return to his home planet.,"Adventure,Family,Sci-Fi","$10,500,000 (estimated)","$437,345,144","$792,910,554"
Edge of Tomorrow,2014,PG-13,1h 53m,7.9,"A soldier fighting aliens gets to relive the same day over and over again, the day restarting every time he dies.","Action,Adventure,Sci-Fi","$178,000,000 (estimated)","$100,206,256","$370,570,268"
Thor: Ragnarok,2017,PG-13,2h 10m,7.9,"Imprisoned on the planet Sakaar, Thor must race against time to return to Asgard and stop Ragnarök, the destruction of his world, at the hands of the powerful and ruthless villain Hela.","Action,Adventure,Comedy","$180,000,000 (estimated)","$315,058,289","$855,301,806"
Auntie Mame,1958,Approved,2h 23m,7.9,An orphan goes to live with his free-spirited aunt. Conflict ensues when the executor of his father's estate objects to the aunt's lifestyle.,"Comedy,Drama,Romance","$2,240,000 (estimated)",,
Harry Potter and the Prisoner of Azkaban,2004,PG,2h 22m,7.9,"Harry Potter, Ron and Hermione return to Hogwarts School of Witchcraft and Wizardry for their third year of study, where they delve into the mystery surrounding an escaped prisoner who poses...","Adventure,Family,Fantasy","$130,000,000 (estimated)","$250,105,651","$807,128,888"
Hanu Man,2024,,2h 38m,7.9,An imaginary place called Anjanadri where the protagonist gets the powers of Hanuman and fights for Anjanadri.,"Action,Adventure,Fantasy","$775,578",,
True Romance,1993,R,1h 59m,7.9,"In Detroit, a pop-culture nerd steals cocaine from his new wife's pimp and tries to sell it in Hollywood, prompting the mobsters who own the drugs to pursue the couple.","Crime,Drama,Romance","$13,000,000 (estimated)","$12,281,551","$13,088,850"
Bohemian Rhapsody,2018,PG-13,2h 14m,7.9,"The story of the legendary British rock band Queen and lead singer Freddie Mercury, leading up to their famous performance at Live Aid (1985).","Biography,Drama,Music","$52,000,000 (estimated)","$216,668,042","$910,813,521"
Iron Man,2008,PG-13,2h 6m,7.9,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.","Action,Adventure,Sci-Fi","$140,000,000 (estimated)","$319,034,126","$585,796,247"
Shrek,2001,PG,1h 30m,7.9,"A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back.","Animation,Adventure,Comedy","$60,000,000 (estimated)","$268,349,831","$488,628,188"
Children of Men,2006,R,1h 49m,7.9,"In 2027, in a chaotic world in which women have somehow become infertile, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea.","Action,Drama,Sci-Fi","$76,000,000 (estimated)","$35,552,383","$70,596,471"
Cabrini,2024,PG-13,2h 22m,7.9,"After witnessing disease and poverty in the slums of New York, Italian immigrant Francesca Cabrini embarks on a daring journey to persuade the hostile mayor to provide housing and healthcare...","Biography,Drama","$34,000,000 (estimated)","$19,413,718","$20,157,935"
Mulholland Drive,2001,R,2h 27m,7.9,"After a car wreck on Mulholland Drive renders a woman amnesiac, she and a Hollywood-hopeful search for clues and answers across Los Angeles in a twisting venture beyond dreams and reality.","Drama,Mystery,Thriller","$15,000,000 (estimated)","$7,220,243","$20,289,986"
Almost Famous,2000,R,2h 2m,7.9,A high-school boy in the early 1970s is given the chance to write a story for Rolling Stone magazine about an up-and-coming rock band as he accompanies them on their concert tour.,"Adventure,Comedy,Drama","$60,000,000 (estimated)","$32,534,850","$47,387,525"
Boogie Nights,1997,R,2h 35m,7.9,"Back when sex was safe, pleasure was a business and business was booming, an idealistic porn producer aspires to elevate his craft to an art when he discovers a hot young talent.",Drama,"$15,000,000 (estimated)","$26,416,349","$43,117,303"
Avatar,2009,PG-13,2h 42m,7.9,A paraplegic Marine dispatched to the moon Pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home.,"Action,Adventure,Fantasy","$237,000,000 (estimated)","$785,221,649","$2,923,706,026"
Arrival,2016,PG-13,1h 56m,7.9,A linguist works with the military to communicate with alien lifeforms after twelve mysterious spacecraft appear around the world.,"Drama,Mystery,Sci-Fi","$47,000,000 (estimated)","$100,546,139","$203,389,228"
